ID ,Tweets,Label
41114,@USER @USER Rescue conservatives from its own demons? Who are the two or three most notorious serial abusers of women in the last 30 years? Hint: they were not GOP. Did they ever face consequences?,TIN
75340,"@USER @USER @USER @USER @USER Now I know you're having a laugh. Do you really believe that the media aren't picking on him? As for getting his shit together"", what ""shit"" would that be?""",TIN
75196,@USER Boy Hollywood sure does like to look like fools all the time.  Wait until they find out it's a big hoax manufactured by liberals.  Think they will apologize to Kavanaugh?  No way.,UNT
73285,@USER Please show me your post where you said the same thing about conservatives targeted by Antifa and other leftist friends of yours ðŸ™„ #Hypocrite,TIN
18455,@USER @USER @USER @USER @USER Haha ðŸ˜‚ Trump is still winning. Itâ€™s fun to watch the liberals literally go insane. URL,TIN
25430,@USER She is a piece of garbage! I can't believe the hatred those bitches on the View have for Trump! And ABC let's them spew this garbage on a daily basis. Disgusting! Boycott the View! Boycott ABC too! I have &amp; damn proud of it!,TIN
84989,@USER Do it shithouse,UNT
55997,@USER After listening to your well thought out arguments on gun control I would like to respond to your key points with my counter argument.  I DON'T LIKE YOUR GASSES.,TIN
59336,@USER you live in the big dick part cause your gay,TIN
37881,@USER He is the worst person.,TIN
42038,@USER @USER @USER No liberals just state they believe her because she is a woman and democrat.  They state they do not believe Kavanaugh because he is a man and should â€œshut upâ€.  They probably believe OJ.,TIN
52432,@USER #Trump gifted the 1% with #GOPTaxScam the biggest wealth grab in modern history URL yet #trump supporter #dopes prefer to vote against their best interests so perhaps you cannot fix stupid!  #MAGAðŸ‡ºðŸ‡¸,TIN
70044,@USER He spelled Big Dick wrong.,TIN
64544,@USER @USER @USER @USER @USER @USER I had no idea all republicans were nazi racists till Trump got elected. Imagine my surprise. i'm native american so I took it hard finding out I was a racist. Was despondent went around punching out Antifa to work through my depression.,TIN
37552,@USER CNN = Fake News,TIN
31987,@USER She is a fake a fraud and a democrat activist plant. She is a tool to try to derail the process and then to later drum up votes for democrats claiming conservatives don't care about victims. If Democrats cared if they wouldn't cheapen real victims with fakes.,TIN
57417,@USER poor @USER she is a rager and a shamer. sad....,TIN
57355,@USER can we start shooting the blue thugs? then going through their shit and saying thats why they died? cuz this is fucking infuriating. WTF does it matter there is pot in his home. WHAT is in HER home?! SHE is the guilty one not HIM.,TIN
49644,@USER @USER I have Dick Durbin that's not gonna happen blame Shitcago that's what i do..,UNT
49214,@USER @USER IB you ass. Watch how you speak on my nameðŸ˜‚ðŸ˜‚,TIN
91626,@USER Lmao I have it too. Shitty quality but I donâ€™t mind it either. The lowlands one sounds better ðŸ‘ðŸ»,UNT
68305,@USER #IWillNotSubmit to Accuser Leftist Liberals DemonRats Plantations Mind Control Agenda! Globalist puppet! #MeToo Movement Hollyweird #SnowFlakes #Pedowood was SCUM! URL,TIN
87097,@USER She is a lost Soul who has to follow the Party Line. I also believe she has sold her Soul for the Lousy 30Pieces of Silver from the guidance of her Horrible Mother.,TIN
31566,URL WHY isn't Peter Strzok and Lisa Page in jail? They are traitors to the United States and it's people! The US does not have a two-tiered system for lawbreakers. #LockThemAllUp  #DeepState  #DrainTheSwamp  #MAGA #WalkAway  #impeachjeffsessions  #DOJ ???,TIN
34204,@USER @USER your disrespect for those that make real sacrifices to defend our freedom is appalling.  @USER is a punk.,TIN
54674,@USER We conservatives love him no matter how stupid it makes us /him look! YEE HAW! URL,TIN
79001,@USER Cause you sweet lil nigga,TIN
25991,@USER Disgusting,UNT
87329,@USER I think you say and write more intelligent commentary than most of the hosts at MSNBC. Fake liberals with big corporate blind spots.,TIN
89889,All Trump's and Pense 2020 merch is being made is China and not the USA.    ...maga ??   #VoteThemOut2018  #TrumpsArmy URL,TIN
90034,@USER And then same liberals were accusing falsely in Kathua case while hiding in shithole right now.,TIN
68297,@USER A whore's book being published! All the looney liberals run out and buy it,TIN
58759,@USER @USER @USER There has to be a way where conservatives who look the other way and approve oF sexual assault and victim shame to endorse their political agenda and hatred are held accountable. Why donâ€™t you sign your name so you can be held accountable for your lies,TIN
20238,@USER he probably gets paid to say that...with $$ and assurances that he won't be called an islamophobe---pfffft it's a fake word--justin is an IDIOT and he is destroying canada one refugee at a time,TIN
73626,@USER @USER I'm convinced that there's a hell of a lot more liberals of the type that a conservative could have a real conversation with and vice versa than either would admit.   The whack job commies scare the shit out of everybody. It's about time we started talking.,TIN
27243,@USER Obviously its ANTIFA who is threatening her to force her to continue the charade,TIN
81548,@USER @USER Oh @USER The Dem candidates do have clearly stated policy proposals. One involves rational gun control. When elected they wonâ€™t vacillate like Trump. You and @USER are done deceiving America.,TIN
98979,@USER Doug Ford should in no way think that he has carte blanche to make whatever changes benefit him personally and satisfy his need for vengeance against the people of Toronto.  Shame.   What he is doing is not democracy.,TIN
73561,#Kavanaugh on gun control again raises his residence in the dangerous DC area. His exposure to gun violence in Bethesda is like calling yourself gangsta because you live in Beverly Hills.,TIN
40316,@USER Turn them loose and see what happens to her city. People like her is what gives the Democrats a bad name. She is risking the entire population of Atlanta. Wonder how the citizens like it. Weâ€™ll see at the ballot box,TIN
49777,@USER Liberals also probably need more- culturally aware trolls!,TIN
51684,@USER @USER Good god woman. Shut up. If you liberals really believed this @USER would have spoke out against this the day she received the letter.,TIN
20253,@USER you are a sorry excuse of a rep - I hope that your district votes accordingly-you need to go!  Your nose is so brown it will never be clean! URL,TIN
98174,@USER @USER Why are they there??? It seemed like they are brainwashed,TIN
10142,@USER He should not have a job after this. But I guess he is the â€œlapâ€ dog of some bigwig in broadcasting.,TIN
75090,@USER It's scary stuff to see how dedicated you are to preventing people's access to resources during a crisis.,TIN
47549,@USER The truth for the gun control/anti-2A URL,TIN
39243,@USER @USER @USER Yes he is and the democrats hate it,TIN
28588,@USER they're hot bro,UNT
89589,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I just blocked 3 asses.,UNT
10843,@USER Just look at the ass and keep it moving ðŸ¤¦ðŸ½â€â™€ï¸,TIN
17619,@USER @USER bt1100 ass malfunction,UNT
33449,@USER The first person got it by having sex with animals..,UNT
95046,@USER @USER You are making crap up- no Dem I know wants to abolish ICE. We donâ€™t believe rich people should be the ones getting tax breaks. Bankrupt Medicare? Total nonsense. You lie as much as Trump,TIN
78441,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER DNA testing? I thought that was the obvious answer. I wouldnâ€™t even want to consider what the snowflakes would say if Border Protection detained or released  a child with a pedophile or child trafficker! ... but I take it Ed doesnâ€™t care?,TIN
63854,I just threw up in my mouth. #LockHerUp #MAGA URL,UNT
20674,@USER Bono is an idiot!,TIN
32580,@USER bITCHC IM UWUING,UNT
71821,@USER @USER @USER The fact that you equate smoking reefer with sexual assault tells me everything I need to know about you. You MAGA-bot-types are completely at sea when it comes to basic human decency. Like your president.,TIN
57652,@USER GUN CONTROL WILL NOT STOP GUN VIOLENCE  !!!,TIN
77328,@USER Those liberals are kinky people,TIN
28562,@USER @USER is mentally disturbed,TIN
10725,@USER @USER @USER @USER Gun control is never sensible.,TIN
86853,#WhatILearnedToday  Liberals are the scum of the earth   Absolute treason.,TIN
65599,"@USER Top 5 excuses"" liberals use when they are losing and desperate. #1 RACISM #2 Sexism #3 Russia #4 Guns #5 the Rich VOTE DEMOCRATS OUT! America doesn't need LOSER leaders. and WHINERS!""",TIN
94939,@USER @USER Liberals  wouldnâ€™t know the first thing about â€œdoing the right thingâ€ ðŸ¤£ðŸ¤£ðŸ¤£ðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼ðŸ–•ðŸ¼,UNT
67720,@USER @USER @USER The deception and dirty tricks happened when @USER refused protocol and stole a SCOTUS seat from Obama.  Conservatives love to fight dirty but then cry foul when others call them on it or play hardball right back at them.  Bunch of pussies.  #MerrickGarland  #Resist,TIN
29871,@USER @USER @USER You make no sense. â€œAntifaâ€ is a cut-down word for ANTI-fascist. NAZIs are Hitler fascists by definition. Many so-called right-wingers tend to fascist views. Trump does. Just listen to him. The so-called left is far from fascist.,TIN
24555,@USER @USER You are devaluing everyone's opinion on the Independent article whom agrees with me by saying they are disgruntled students or bots. Just because they don't put Dr. In their Twitter name it doesn't mean they haven't done 'deeply important research' as you fondly put it.,TIN
13670,@USER Itâ€™s Good for our Gun Business. More Guns sell when these people bring up Gun Control. Keep up the Great Work. Guns for All.,TIN
90540,So since Dems want stand on a soapbox over Kavanaugh exactly when  will you be addressing the sexual slush fund covering your backsides #MAGA,TIN
81321,@USER An ugly old man trying to make himself relevant again with more lies  Remember him saying he had a deathbed confession from CIA director casey? Never happened according to the bodyguards in that room shouldn't that be enough to question this morons credibility,TIN
74479,@USER Bitter Obama?  How about Seriously Worried Obama.  He is the head of all this corruption at FBI and DOJ.,TIN
28436,@USER I know they be fired up thinking u got a hammer n your pants from how u walk n find out u got a coochie lol,TIN
44199,"@USER You &amp; your husband are double-talking hypocrites. We can see right through your gun control"" facade. What you really want is for us to give up our guns while you &amp; your husband get to keep your guns.""",TIN
65270,@USER I hope that ENTIRE police department gets shut the f*ck down!Obviously you all feel like you're above the law.Obviously you are incapable of holding your OWN accountable for breaking the law.Obviously you undermine everything a police officer&amp;dept are SUPPOSED to be/do. Shameful!,TIN
98653,@USER Iâ€™m alright with this. If someone is dumb enough to try this then they deserve what ever they get. I canâ€™t wait to hear about the first AntiFa idiot to get blown away after they tried to steal a gun from someone in a stand your ground state ðŸ˜‚,TIN
14880,"@USER Anne Coulter. Oh, and Jack Abramoff. You kids were stupid enough to be courted by Conservatives"" when they showed up on U.S. campuses, back in '80.   So, there's two...""",TIN
23255,"@USER @USER @USER Conservatives are whining"". There, I fixed the typo for you.""",UNT
93360,@USER Hope you blisters,TIN
41993,@USER @USER @USER @USER @USER Any argument with liberals is same as forcing water through the steel. Their brains are contaminated and the process of healing seems impossible for them. Don't waste you precious time and words on them. These are not reasonable people. URL,TIN
63480,@USER I believe you are the Peace of shit and you do not deserve a star!  #MAGA!!  GOD BLESS THE USA ðŸ‡ºðŸ‡¸ AND GOD BLESS PRESIDENT TRUMP!!!,TIN
87260,Should of known she wouldnt show up! Only accuse is in the dems playbook! When will people start understanding that the radical have taken over the party!  #ConfirmKavanaugh #MAGA #WednesdayWisdom #FortTrump #1linewed,TIN
27148,@USER @USER @USER Sheâ€™s confused after all she is only a poor struggling socialist,TIN
14283,@USER Can someone tell this dumb we are a republic,UNT
42106,@USER ðŸ–¤ Dyrus you are a fucking worthless braindead scumfuck bastard pile of trash mental dickface that should be gunned down in the street like the degenerate you areðŸ–¤,TIN
23593,@USER FOR THE KOCHS AND THE TRUMPS AND THE POLLUTORS.. BUT NOT FOR WE THE PEOPLE OR STUDENTS OR TEACHERS AND LETS NOT EVEN TALK ABOUT THE THINGS THAT A MAJORITY OF THE AMERICAN PEOPLE EXPECT LIKE HEALTHCARE &amp; GUN CONTROL! NOTHING BUT $$ FOR @USER AND DONORS!,TIN
12532,@USER Carter was the worst one term President until h was passed for that title by Oba our first Black Racist President!  Kinda like  a Black Jefferson Davis!,TIN
58154,@USER I hate politics! You #CNN are despicable. Liberals are treating Judge Kavanaugh  like heâ€™s some sort of serial rapist that theyâ€™ve captured at last. #RedWave #voteyes #innocent until proven guilty.,TIN
37450,#GeraniumInTheCranium. Please also dredge up some of her ridiculous â€œgun controlâ€ bills that were shot down. URL,TIN
92775,@USER @USER You are pathetic. This has nothing to do with him his dad or the wall or Mexico. This is about Swallwell thinking its ok for liberals to threaten repubs but not the other away around.,TIN
92114,"@USER Tom Marvollo Riddle. Evan will lose his dick if he fucks around he knows it. Cause he is already after a lady""  She nods and looked at Evan.  Evan grins at her and stayed silent.  He did liked to fuck around but he knew he could not hurt his date""",TIN
27374,@USER @USER You defending sex offenders shows you for who you are.  I don't waste my time with your types,TIN
93437,@USER @USER Wow! YOU'RE exactly like ANTIFA! You say you're against radical influences but YOU are THE MOST RADICAL OF ALL! De-platforming anyone that disagrees with you? Did you pull that one straight out of Hitler's playbook? Can you get any more Nazi Fascist? LOOK BEHIND YOU! IT'S KARMA!,TIN
63536,@USER @USER @USER Please can I have some of whatever it is youâ€™ve been smoking?  Thats some top quality shit youâ€™re coming out with.,TIN
41955,@USER She is a nut case,TIN
74529,@USER I neither side with the Klan nor Antifa.  I stay out of family squabbles. Dems can clean up their own bastard children.  Perhaps you could clarify how I do t support the 14th.,TIN
55349,@USER This whole thing has been a sham from the start!,TIN
25339,@USER @USER He thinks he is smart. Me? I donâ€™t think that.,TIN
52242,@USER So that's why he is dead now??? Really FOX?? I would call that completely unrelated... This is why BLM is neccessary,UNT
56071,@USER This isn't ya finest moment hun. Try again once you fix ya shit and knock this tweet away.,TIN
32667,@USER Itâ€™s funny how you idiot liberals seem to forget when other presidents do the same shit. Haha.,TIN
59424,@USER You are dead to me!,TIN
28677,@USER That wonâ€™t happen as he is only comfortable twitting from his golden throne or toilet to most of us.,TIN
20500,@USER Do I care ðŸš«pe.  Hope they fold like a cheap table.  Wonder what the spoiled primadonnas do when their huge salaries can't be made.  Bet it won't be bailed out like GM &amp; Too Big To Fail Banks were,TIN
85851,Ainâ€™t no pussy good enough to get broke while Iâ€™m in it,UNT
26865,@USER @USER is paid to attack the credibility of anyone who criticizes or accuses Trump of wrong doing. He is a paid political hitman disguised as a journalist. He is a hack!,TIN
98306,@USER She says no. You are now sad. She then realizes what you might actually mean. She slaps you. She says no. Now you are sad AND your face hurts.,TIN
78191,@USER Are you an ostrich?,TIN
94323,@USER Like if alt right dudes were born in Berkeley they'd be antifa,UNT
64289,@USER WHAT THE FUCK,UNT
40731,@USER fuck yeah !,UNT
67598,@USER @USER Not one for anything to do with RUSSIAN COLLUSION which BTW is not a crime most b4 they knew DT. The ones who copped out only did so 2 save their ass. I'm just curious why none of u self righteous ppl had a problem w/ all HRC &amp; BO crimes lies spying etc? Hypocritical I'd say.,TIN
36950,@USER @USER @USER No he didn't. He said I'm sure there is fine people on both sides. Do you disagree with that or are you one of those far left people who think all conservatives are racists. Antifa is a terror group that uses violence against innocent people who think differently.,UNT
91855,@USER @USER @USER Are you serious. Man youâ€™re an idiot! He is the most hateful scum on earth.,TIN
59889,@USER Bill you should be silent on gun control and immigrantion.   You had 8 years and did nothing. Don't be a Monday morning quarterback now. To little to late.,UNT
83903,@USER Heâ€™s a disgrace to his party and all he claims to stand for. Heâ€™s not on the side of conservatives. He just wants to make a name for himself and anybodyâ€™s cost.,TIN
17174,@USER ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Liberals really are nuts.,TIN
36808,@USER @USER @USER I agree! I guess Dems are saying that theyâ€™re worried about some October surprise where the FISA docs are released leading up to the election.ðŸ˜ŠðŸ‡ºðŸ‡¸MAGA!,TIN
51230,@USER Youâ€™ve lost your mind. That shit is unsanitary af. URL,UNT
51194,"@USER @USER @USER @USER @USER  You are fkn deluded pal #FatNixon is a digusting pig  Trump interview on 9/11: [My building] was the 2nd-tallest in Manhattan... And now itâ€™s the tallest.""""",TIN
69758,"@USER I mean, the logic"" behind their claim means that in the 90's the Liberals felt it was OK for a man to abuse women... that's essentially what they are saying... and that the Conservatives were in the right... right?""",UNT
65618,@USER That shit got me dead!! Eager ass boi!,TIN
10864,@USER @USER If I ever met this woman I can guarantee you I would want to just slap the shit out of her.  She is a total disgrace !!  Dumber than a box of rocks,TIN
58079,@USER @USER @USER You are as cheap as cheap she is...Try with Bible and Quran if you really have guts,TIN
99671,@USER Better take an extra antidepressant Cher itâ€™s a done deal. ðŸ‡ºðŸ‡¸,TIN
25390,"@USER Holder is an evil, hateful, dangerous man.  He's a real"" racist.  He absolutely hates White People.  He &amp; Obama contributed to the race riots during O's Admin.""",TIN
73488,@USER @USER He is a disgrace he needs to resign or the citizens of Maricopa County need to start a recall.  If he FUBARâ€™s the General Election that should be it. No waiting until 2020.,TIN
91799,Suck it @USER  #Winning #MAGA URL,TIN
29016,@USER I still can't read an analog clock like I can but it takes me like a fucking minute to process it and I can't just glance at one like a digital click,UNT
56146,@USER Shit getting out of hand,UNT
74379,@USER Trying to shape opinion. #MockingbirdMedia at it's worse.. Read the comments.. It failed miserably.. #MAGA #GreatAwakening #TheStorm  #WeThePeople  #WWG1WGA  #DrainTheSwamp #ReleaseTheVideo  @USER #MockingbirdMedia #FakeNews  @USER #QAnon #QAnon8chan URL,TIN
46424,"@USER @USER @USER You should.have tried more, perhaps a BJP or RSS connection could have been fixed"".Masters would be happy Dhanya""",TIN
47001,@USER she is hungery,UNT
26430,@USER And dying a slow death such a shame,TIN
60075,It is time to take these people down and take their power now before they hurt our PTOTUS!! These people are ABUSING their power that was given to them in trust! ..@USER #Maga #QAnon #WakeUpAmerica URL,TIN
18964,@USER @USER @USER GOV Brown needs a class on #MAGA 101. Also need a swift kick in the pants for insulating @USER .,UNT
81430,@USER America is better than swamp crud like YOU!,TIN
60707,@USER Bad behavior like that is never acceptable.,UNT
58360,@USER even IF that was the reason the last thing mac would want would be for everyone to be harassing the shit out of her when she is already grieving. cmon dude.,TIN
71819,@USER I was more sad about how many liberals seem to love firing shots at allies. I saw it in 2016 with Bernie Sanders supporters calling me an Uncle Tom for supporting Hillary.  I made the same argument then and now. No shade and hopefully you don't block me. I respect your opinion,TIN
10641,@USER @USER Still no excuse... Where TF are her parents??? They are using him &amp; he is using her.,UNT
64066,@USER She is a liar !  Doesnâ€™t even remember all !  Says it right there !,TIN
45799,@USER Only suckers are paying $40 for early access to a game they'll hate in a week,UNT
33076,@USER @USER @USER You are take stupid to a whole new supersized level,TIN
12248,@USER @USER You are part of the problem. You are the racist.  Wanna address this ? @USER  @USER,TIN
39461,@USER @USER I'm all for gun control use both hand's,UNT
70250,@USER Another nail in the coffin of the NFL,UNT
87873,@USER @USER Nobody voices opinions in this country louder than conservatives so idk what the fuck he's on about,TIN
76654,@USER i love you u beautiful bitch rAWR,TIN
34316,@USER He is useless.   I hope he has plenty paper towels. Why can't he act like a grown up???,TIN
79269,@USER Hmmm itâ€™s almost like gun control laws donâ€™t work. Which means that there must be something more than guns that are the problem.....,TIN
28509,@USER Sessions is not doing his job! He is a deep state RINO just like you!,TIN
31646,@USER Mon Â«Â bye bitchesÂ Â» suffisait,TIN
14668,@USER @USER He is a coward. He goes after countries that are peaceful and humane.  He perceives that as a weakness.  He loves Putin and Kim Jun Un because they are the â€œtough guysâ€. Like in high school.  He wants to be a tough guy by bullying those who have a soul.,TIN
18226,More @USER lies! #MAGA #MakeAmericaGreatAgain #TheResistance URL,TIN
11200,@USER @USER @USER @USER At least you are honest about wanting a nationwide gun ban. I give you credit for that. And the only place you can show that gun control works is in an environment with controlled access. Of course gun control works if the only access to a place is through metal detectors.,TIN
10161,@USER @USER @USER @USER What are you doing Jeff?  Do you think following in McCain's footsteps is a good idea?  You will be known as a TRAITOR too. Walk away from the DemonRats RESISTANCE PARTY Liberals evilness.  Confirm Kavanaugh.,TIN
11971,@USER The epitome of class. A big fat class.,TIN
14318,@USER oh my fucking gods.,UNT
23112,@USER @USER And the NRA supported gun control when it was targeting the black panthers who were defending black neighbourhoods against police brutality.,TIN
95643,"@USER And republicans fall right in line and say these are serious accusations we must postpone the vote until we hear from her"".  Many republicans are not interested in being conservatives.""",UNT
49119,@USER Eminem may be an angry old man yelling about young people but i just REALLY wouldn't care unless he would be dressed as a Roblox character while rapping,TIN
29977,"@USER @USER Do you have evidence that Trump didn't collude with Russia?   DUuUueerrrrhhh, he said so...MAGA!"" URL",TIN
45720,"@USER If anything, wouldn't that be a State Law?  He's running for Federal Office.  @USER thinks Texans are morons...about this and illegally claiming to be a government office and sending out summons"" for money. #maga #Texans""",TIN
49407,@USER @USER @USER @USER Shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. Remember liberals talk from their high horses of superior morality.,TIN
70977,@USER She is not an anti trump. Sheâ€™s a racist race baiter who is no better than Alex jones and other crazies,TIN
79641,@USER @USER You need to look at your Twitter feed a little bit closer. I'm neither a Republican or a racist but that's the only thing that liberals can say about people who don't agree with them. As far as Hillary Clinton the evidence is already been presented but Obama gave her a pass,TIN
72558,"@USER City of 1 499 900 people who don't fuck"" doesn't have quite the same ring to it""",UNT
42502,@USER @USER If they donâ€™t want to accept the results of the election they are welcome to leave the country.  It would make me so happy.  All their fear mongering with not interrupt us from enjoying the most widespread posterity in the nationâ€™s history.,TIN
46158,@USER @USER @USER Silly rabbit ðŸ‡ laws and rules arenâ€™t for liberals.,TIN
18381,"@USER A little note for @USER -the Bible ( have you ever read that?) says that if the Holy Spirit is in us that we can fight off the devil. You lie and claim that you are holy (no human is holy by the way) so how dare you blame the devil? Your new name is Pope False Prophet"".""",TIN
66566,@USER .@USER canâ€™t leave fast enough.  Itâ€™s â€œconservativesâ€ like him that have caused so much frustration among @USER  #RINOs with no backbone propelled @USER presidency!,TIN
17531,@USER @USER So Victoria's Secret won't sponsor Trump any more. I hope they realize how much of their crap trump has sold for them to Antifa! URL,TIN
42353,@USER Any time liberals think their going to get a win they tune into their head cheerleader. Then they realize the latest bombshell is once again nothing and go back to their miserable existence eating chunky monkey (not racist) and watching Netflix,TIN
82164,@USER It is always same-trash Trump &amp; conservatives.  I have stopped watching American TV &amp; going to movies.  I have discovered wonderful foreign television shows albeit many subtitled that are now my favorites &amp; there is always good old-fashioned reading &amp; music &amp; creative endeavors.,TIN
49109,@USER Oh well. Its tje liberals and socialists who have made drug addiction fashionable and doable with â€œfreeâ€ supplies. How bout some $$$ for diabetics who face ongoing supply costs? No?  But we forced to pay for these losers?,TIN
25007,@USER @USER @USER Says the fat Antifa member,TIN
88716,#paytoplay Her Gofundme is over $200K Liberals are societyâ€™s bottom feeders. #freakyford URL,TIN
99630,@USER @USER #Westminster @USER #Tories @USER @USER @USER @USER Absolutely pathetic #appeasement ðŸ˜ ðŸ˜ ðŸ˜ ,UNT
91409,@USER @USER @USER The scary super experienced knowledgeable members of Antifa @USER is no match for! #Sarcasm Serious question is why the left leaders manipulate the unintelligent inexperienced youth groups itâ€™s form of taking advantage Abuse of the unwary weak  URL,TIN
74426,@USER Another typical liberal who espouses  gun control but uses hate and bullying.,TIN
36031,@USER Don't bury the lead fam! It has nothing to do with gun control laws and everything to do with the demographics of those cities.,TIN
56957,@USER UR SO FUCKIDNG PRETTY PERHAPS I SHED TEARS URL,TIN
91450,@USER @USER Thatâ€™s your answer â€œshut the fuck upâ€. You should join ANTIFA with all the other loudmouth punks.,TIN
74372,@USER And there's more murder gun deaths in states with strictest gun control. So how ignorant does that fact make you,TIN
47998,Meet Walter: Walter is most likely #Maga.Walter believes the lies he told daily about an imaginary #WalkAway being talked about in no community of color because it is #fakeNews.Walter does not understand minorities penchant for remembering what u did to them..Walter eats toenails URL,TIN
28156,@USER @USER yes we are ..the democrats no longer care bout the constitutional laws or the us citizens..their new pets are illegals drug dealers murdersers thieves rapists muslims antifa the lgbtq and anybody who hates america..theyre batshit crazy!!!,TIN
49499,@USER man that sucks unreal,TIN
18103,@USER Wow...  She is destroying the life of a guy. She has filed a case. Her father ia going to court and she has not get any summons.  If she had already stretched this. Seems like she has done something wrong.  Police shld take the matter forward.  Whoever is guilty shld b punished.,TIN
53181,@USER @USER She says she wakes up from sleep thinkin she is gonna get Trump.   She needs a Psychiatrist! ASAP,TIN
43944,@USER why is this relevant whatsoever? Might as well let us know when someone has a pack of smokes or a 6 pack of beer in the fridge too while you dipshits are at itTabloid garbage ffs,TIN
87405,"@USER I don't have anymore excuse me what the fuck"" memes.""",UNT
42537,Mueller proves the judicial system is weaponized.  Democrat special councils only charge Republicans.  So if we play the game then Republican special councils should charge Democrats.  Right!   Balls in your court Republicans.   MAGA URL,TIN
85262,@USER Serial rape didn't seem to be a problem for liberals with Bill Clinton and Hillary who enabled him?  Go figure - can you say hypocrisy?,TIN
40019,@USER How did you get to where you are while still being so profoundly ignorant?,TIN
29985,@USER @USER To justify his death to racists &amp; bigots. They're excuse will be well he had weed so he is a criminal &amp; deserved to be murdered. Just wait till the excuses start.,TIN
12719,@USER @USER The Pope is complicit.   Make no mistake.   Anyone who harms a child . . .,TIN
34521,@USER @USER At least you got to experience the 90s though. These 90s and 2000s born missed out on a great decade. It's been an increasingly worse shit show since lol,UNT
16450,"Trumpâ€™s Lies Have Grown Far More Frequentâ€”and More Dangerous â€“ Mother Jones URL  Truth decay""... #maga. We're doomed.""",TIN
11856,@USER liberals drink their own Kool-aid. They live in these bubbles and they think a lot of people like them.  If they could see themselves how clownish they look and act.,TIN
69441,@USER Fuckin poisonous group of people. As soon as someone hands me a hat with a propeller on top... I'm out.  Find another company to work for lemmings.,TIN
12310,"@USER Conservatives who quit rather than fight betray every claim that cons are patriots"" &amp; ""will fight for our Constitution."" It reveals extremism &amp; defeatism at once. Dems KNOW they will win if they stick together. History PROVES it.""",TIN
24575,@USER lets stretch bitches,TIN
83918,@USER @USER This pope is a dope!,TIN
62148,"@USER @USER She says she is deeply religious"" ... she did not say ""which"" religion  ... satanists are very religious  ... Peace""",TIN
71433,@USER @USER @USER How the fuck can he detect an attitude through a text bubble?,UNT
99078,@USER @USER @USER Shit up,UNT
71527,@USER Fuck you are killing me lately ðŸ˜‚,TIN
44826,"@USER The problem is, the people who will read this and go oh shit he is a cunt"" already think he is. The rednecks and retards that already support him will believe it is fake news.""",TIN
69245,You can draw a straight line btwn ppl who think:  @USER is truthful MSM lies #Kavanaugh is treated unfairly #CodyWilson was set up Zimmerman was right A wall is good Refugees are terrorists #BlackLivesMatter is racist Reverse racism is real Kap is disrespectful #MAGA,TIN
43388,@USER Hope itâ€™s full of pot holes and smells like shit,TIN
72446,"@USER sex games will make you feel like you're actully having sex or, as ign would describe it it really makes you feel like you're fucking some whore in an alleyway""""",UNT
75997,@USER You mean exactly like conservatives are attacking this current victim??,TIN
42778,@USER idc if you suck i just wanna have fuuun,TIN
11950,Just vote for god sake and move on.  It be a non issue in 3 months. Do not allow libtards to veer you into the trap.  Harden the fuck up and letâ€™s go! Seriously  #Kavanagh  #scotus  #maga,TIN
84359,"2/5 Basic argument: Canada passed gun laws, but ALL gun crime did not stop. Therefore.... gun regulation is ineffective. Only source for grand claim that gun control is an expensive failure and does not have a measurable effect on crime"" is article by gun advocate Gary Mauser.""",TIN
84187,@USER @USER WHY ! DO the gun control people believe legal owners are not following current laws ? You fools. It is about making the citizens of the USA defenseless.,TIN
99586,@USER @USER Son please donâ€™t make me cry today because I never saw this shit,UNT
39056,@USER Iâ€™m a sick fuck I like to quick fuck,UNT
27416,@USER Communist Elite Roger Goodell is teaching a lowlife ethics class to his daughters. Shameful Shameless left wing nut ruining the sport of football instead to teamwork and values to the flag,UNT
35902,@USER @USER You realize how useless your argument is? If you drunk drive you get arrested. You're punished. If you kill someone while drunk driving that is murder. There are rules AND regulations AND safety precautions for both drinking AND owning and operating a vehicle. We need gun control,TIN
67707,@USER House of flowers!!!!! Shits crazy,UNT
74330,@USER @USER You have a dick? Damn didnâ€™t know bhadbhabie was actually a bhadtranny,TIN
81591,@USER Things are definitely fucked up when you need to state the obvious like this. Conservatives are needed just like liberals are needed. One without the other is faulty.,TIN
40470,@USER @USER Except for the little attempted rape thing he is just a wonderful guy,TIN
91317,@USER @USER First law â€” sensible fucking gun control!,UNT
57421,@USER He is NOT QUALIFIED.,TIN
12052,@USER @USER Maxine needs to consult a shrink coz she is suffering from trump syndrome,TIN
41007,@USER She is 100% lying. But you donâ€™t understand the mind of a leftwing nutjob liberal. They are a cult. Money means nothing to them. Itâ€™s stopping trump by any means,TIN
67428,@USER @USER @USER I love it when the Liberals say the word debunked kind of like when Hillary said it and she said it with such anger and forosity you knew she meant it but it was all bullshit..,TIN
